cycles,capacity,time,cellID
0,96.68323475999999,0.009264756944444449,1
1,96.79261514999999,0.018588212962962963,1
2,96.84760785,0.02791124537037037,1
3,96.9076122,0.03717613541666666,1
4,96.94392183,0.046440604166666635,1
5,96.98145051,0.055704630787036996,1
6,97.01598123,0.06502785416666663,1
7,97.02664565999999,0.07435090277777778,1
8,97.03071819,0.08367425925925927,1
9,97.05276042,0.09293884027777784,1
10,138.97661232,0.10220361342592599,1
11,96.96656907,0.11146882638888894,1
12,97.07757485999998,0.12079240393518514,1
13,96.90021663,0.13011557638888885,1
14,97.14839715,0.13938032523148147,1
15,96.8381715,0.14872835185185188,1
16,97.18084194,0.1580540115740742,1
17,97.17969513,0.16737760648148148,1
18,97.20148452,0.1766538310185184,1
19,97.21218507,0.18598901851851848,1
20,97.22182008,0.19525398495370358,1
21,97.22018565,0.20457729050925905,1
22,97.11321627000001,0.21390054513888856,1
23,97.22144082,0.22316523263888854,1
24,97.2120135,0.23243043749999978,1
25,97.21403622,0.24170697337962943,1
26,97.21066803000001,0.2509721388888886,1
27,97.20611690999999,0.2602370636574071,1
28,97.21588737,0.2695601527777776,1
29,97.21880406,0.2788833680555554,1
30,97.21929168,0.2882071747685182,1
31,97.21698903000001,0.29747240509259226,1
32,97.21986057,0.3067957800925921,1
33,97.21757598,0.31606176157407356,1
34,97.22248830000001,0.32538501504629563,1
35,97.22042946,0.33464964467592495,1
36,97.22345450999998,0.34391486689814715,1
37,97.22155821,0.3532379421296284,1
38,97.22737353,0.3625033854166654,1
39,97.22591067,0.3717678657407395,1
40,97.22237994,0.38103262268518395,1
41,97.22373443999999,0.390356062499999,1
42,97.23877841999999,0.39966692939814713,1
43,97.22199164999999,0.40894304282407296,1
44,97.22293077,0.4182660601851841,1
45,97.22294882999999,0.42759045717592475,1
46,97.00978665,0.436926937499999,1
47,97.23732459,0.4461915810185176,1
48,97.23108486,0.45545674421296223,1
49,97.22674143,0.46478033101851796,1
50,97.22393310000001,0.47410436111111054,1
51,97.22609127,0.48342810648148127,1
52,97.2336855,0.4927514780092591,1
53,97.22104350000001,0.5020750613425925,1
54,97.22187425999999,0.5113396608796295,1
55,97.10840328,0.5206043530092591,1
56,97.21569774,0.5298711666666663,1
57,97.09623083999999,0.5391956770833332,1
58,97.22640731999999,0.548522099537037,1
59,97.24428672,0.5577894594907408,1
60,97.25817485999998,0.5670540601851853,1
61,97.26054072000001,0.5763304733796296,1
62,97.25135721,0.5855951840277777,1
63,97.20971988,0.5949189537037034,1
