cellID,time,cycles,capacity
1,0.183593607,15,94.63861366
1,0.642577625,30,94.54010861
1,1.101561644,45,94.44160356
1,1.560545662,60,94.34309851
1,2.01952968,75,94.24459346
1,2.478513698,90,94.14608841
1,2.937497716,105,94.04758336
1,3.396481734,120,93.94907831
1,3.855465752,135,93.85057325
1,4.31444977,150,93.7520682
1,4.773433789,165,93.65356315
1,5.232417807,180,93.5550581
1,5.691401825,195,93.45655305
1,6.150385843,210,93.358048
1,6.609369861,225,93.25954295
1,7.068353879,240,93.1610379
1,7.527337897,255,93.06253285
1,7.986321916,270,92.96402779
1,8.445305934,285,92.86552274
1,8.904289952,300,92.76701769
1,9.36327397,315,92.66851264
1,9.822257988,330,92.57000759
1,10.28124201,345,92.47150254
1,10.74022602,360,92.37299749
1,11.19921004,375,92.27449244
1,11.65819406,390,92.17598739
1,12.11717808,405,92.07748233
1,12.5761621,420,91.97897728
1,13.03514611,435,91.88047223
1,13.49413013,450,91.79059621
1,13.95311415,465,91.65885479
1,14.41209817,480,91.47701739
1,14.87108219,495,91.24051197
1,15.33006621,510,90.9447665
1,15.78905022,525,90.58520892
1,16.24803424,540,90.15726719
1,16.70701826,555,89.65636928
1,17.16600228,570,89.07794313
1,17.6249863,585,88.4174167
1,18.08397031,600,87.67021796
1,18.54295433,615,86.83177485
1,19.00193835,630,85.89751534
1,19.46092237,645,84.86286737
1,19.91990639,660,83.72325891
1,20.37889041,675,82.47411791
1,20.83787442,690,81.11087233
1,21.1744627,701,80.03599162
2,0.183593607,15,95.32340768
2,0.642577625,30,95.19308204
2,1.101561644,45,95.0627564
2,1.560545662,60,94.93243076
2,2.01952968,75,94.80210513
2,2.478513698,90,94.67177949
2,2.937497716,105,94.54145385
2,3.396481734,120,94.41112821
2,3.855465752,135,94.28080257
2,4.31444977,150,94.15047693
2,4.773433789,165,94.02015129
2,5.232417807,180,93.88982565
2,5.691401825,195,93.75950002
2,6.150385843,210,93.62917438
2,6.609369861,225,93.49884874
2,7.068353879,240,93.3685231
2,7.527337897,255,93.23819746
2,7.986321916,270,93.10787182
2,8.445305934,285,92.97754618
2,8.904289952,300,92.84722055
2,9.36327397,315,92.71689491
2,9.822257988,330,92.58656927
2,10.28124201,345,92.45624363
2,10.74022602,360,92.32591799
2,11.19921004,375,92.19559235
2,11.65819406,390,92.06526671
2,12.11717808,405,91.93494107
2,12.5761621,420,91.80461544
2,13.03514611,435,91.6064359
2,13.49413013,450,91.32214961
2,13.95311415,465,90.99312751
2,14.41209817,480,90.61598093
